id,question,query,language
voucher_lookup_by_number__3_gu_4,SLS/0108 voucher ની detail.,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0108'
ORDER BY ta.amount;",gu
voucher_lookup_by_number__3_gu_5,Voucher SLS/0108 ખોલો ane entries.,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0108'
ORDER BY ta.amount;",gu
voucher_lookup_by_number__3_gu_6,SLS/0108 mein shu entry chhe?,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0108'
ORDER BY ta.amount;",gu
voucher_lookup_by_number__3_gu_7,SLS/0108 na details kya chhe?,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0108'
ORDER BY ta.amount;",gu
voucher_lookup_by_number__3_gu_8,SLS/0108 voucher ni poori detail.,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0108'
ORDER BY ta.amount;",gu
voucher_lookup_by_number__3_gu_9,Voucher SLS/0108 nu vivaran.,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0108'
ORDER BY ta.amount;",gu
voucher_lookup_by_number__3_hinglish_0,Voucher SLS/0108 ki details dikhao.,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0108'
ORDER BY ta.amount;",hinglish
voucher_lookup_by_number__3_hinglish_1,SLS/0108 ka voucher kya hai?,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0108'
ORDER BY ta.amount;",hinglish
voucher_lookup_by_number__3_hinglish_2,SLS/0108 voucher ki saari entry dikhao.,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0108'
ORDER BY ta.amount;",hinglish
voucher_lookup_by_number__3_hinglish_3,Mujhe voucher SLS/0108 ki jankari chahiye.,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0108'
ORDER BY ta.amount;",hinglish
voucher_lookup_by_number__3_hinglish_4,SLS/0108 ke accounting lines dikhao.,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0108'
ORDER BY ta.amount;",hinglish
voucher_lookup_by_number__3_hinglish_5,SLS/0108 wala voucher kholo aur detail batao.,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0108'
ORDER BY ta.amount;",hinglish
voucher_lookup_by_number__3_hinglish_6,SLS/0108 mein kya kya entries hain?,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0108'
ORDER BY ta.amount;",hinglish
voucher_lookup_by_number__3_hinglish_7,Voucher number SLS/0108 ka detail nikalo.,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0108'
ORDER BY ta.amount;",hinglish
voucher_lookup_by_number__3_hinglish_8,SLS/0108 ka poora voucher detail.,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0108'
ORDER BY ta.amount;",hinglish
voucher_lookup_by_number__3_hinglish_9,SLS/0108 voucher pull karo aur dikhao.,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0108'
ORDER BY ta.amount;",hinglish
voucher_lookup_by_number__4_en_0,Show details of voucher SLS/0140.,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0140'
ORDER BY ta.amount;",en
voucher_lookup_by_number__4_en_1,What are the details of sales voucher SLS/0140?,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0140'
ORDER BY ta.amount;",en
voucher_lookup_by_number__4_en_2,Fetch the entry for voucher number SLS/0140.,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0140'
ORDER BY ta.amount;",en
voucher_lookup_by_number__4_en_3,Give me information about voucher SLS/0140.,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0140'
ORDER BY ta.amount;",en
voucher_lookup_by_number__4_en_4,Look up voucher SLS/0140 and show all line items.,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0140'
ORDER BY ta.amount;",en
voucher_lookup_by_number__4_en_5,Display all details for SLS/0140.,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0140'
ORDER BY ta.amount;",en
voucher_lookup_by_number__4_en_6,Open voucher SLS/0140 and show its entries.,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0140'
ORDER BY ta.amount;",en
voucher_lookup_by_number__4_en_7,What does voucher SLS/0140 contain?,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0140'
ORDER BY ta.amount;",en
voucher_lookup_by_number__4_en_8,Show the accounting lines for voucher SLS/0140.,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0140'
ORDER BY ta.amount;",en
voucher_lookup_by_number__4_en_9,Pull up voucher SLS/0140 details.,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0140'
ORDER BY ta.amount;",en
voucher_lookup_by_number__4_hi_0,वाउचर SLS/0140 का विवरण दिखाएं।,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0140'
ORDER BY ta.amount;",hi
voucher_lookup_by_number__4_hi_1,SLS/0140 वाउचर की जानकारी दिखाइए।,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0140'
ORDER BY ta.amount;",hi
voucher_lookup_by_number__4_hi_2,वाउचर नंबर SLS/0140 की एंट्री क्या है?,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0140'
ORDER BY ta.amount;",hi
voucher_lookup_by_number__4_hi_3,SLS/0140 का पूरा विवरण बताइए।,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0140'
ORDER BY ta.amount;",hi
voucher_lookup_by_number__4_hi_4,SLS/0140 वाउचर में क्या एंट्री है?,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0140'
ORDER BY ta.amount;",hi
voucher_lookup_by_number__4_hi_5,वाउचर SLS/0140 की अकाउंटिंग लाइन्स दिखाएं।,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0140'
ORDER BY ta.amount;",hi
voucher_lookup_by_number__4_hi_6,SLS/0140 का वाउचर खोलें और सभी जानकारी दें।,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0140'
ORDER BY ta.amount;",hi
voucher_lookup_by_number__4_hi_7,SLS/0140 में कौन से खाते हैं?,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0140'
ORDER BY ta.amount;",hi
voucher_lookup_by_number__4_hi_8,वाउचर SLS/0140 का पूरा ब्यौरा दिखाएं।,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0140'
ORDER BY ta.amount;",hi
voucher_lookup_by_number__4_hi_9,SLS/0140 वाउचर की डिटेल निकालिए।,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0140'
ORDER BY ta.amount;",hi
voucher_lookup_by_number__4_gu_0,Voucher SLS/0140 ની વિગત દેખાડો.,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0140'
ORDER BY ta.amount;",gu
voucher_lookup_by_number__4_gu_1,SLS/0140 voucher ની information.,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0140'
ORDER BY ta.amount;",gu
voucher_lookup_by_number__4_gu_2,Voucher number SLS/0140 ની entry.,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0140'
ORDER BY ta.amount;",gu
voucher_lookup_by_number__4_gu_3,SLS/0140 ની accounting lines.,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0140'
ORDER BY ta.amount;",gu
voucher_lookup_by_number__4_gu_4,SLS/0140 voucher ની detail.,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0140'
ORDER BY ta.amount;",gu
voucher_lookup_by_number__4_gu_5,Voucher SLS/0140 ખોલો ane entries.,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0140'
ORDER BY ta.amount;",gu
voucher_lookup_by_number__4_gu_6,SLS/0140 mein shu entry chhe?,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0140'
ORDER BY ta.amount;",gu
voucher_lookup_by_number__4_gu_7,SLS/0140 na details kya chhe?,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0140'
ORDER BY ta.amount;",gu
voucher_lookup_by_number__4_gu_8,SLS/0140 voucher ni poori detail.,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0140'
ORDER BY ta.amount;",gu
voucher_lookup_by_number__4_gu_9,Voucher SLS/0140 nu vivaran.,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0140'
ORDER BY ta.amount;",gu
voucher_lookup_by_number__4_hinglish_0,Voucher SLS/0140 ki details dikhao.,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0140'
ORDER BY ta.amount;",hinglish
voucher_lookup_by_number__4_hinglish_1,SLS/0140 ka voucher kya hai?,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0140'
ORDER BY ta.amount;",hinglish
voucher_lookup_by_number__4_hinglish_2,SLS/0140 voucher ki saari entry dikhao.,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0140'
ORDER BY ta.amount;",hinglish
voucher_lookup_by_number__4_hinglish_3,Mujhe voucher SLS/0140 ki jankari chahiye.,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0140'
ORDER BY ta.amount;",hinglish
voucher_lookup_by_number__4_hinglish_4,SLS/0140 ke accounting lines dikhao.,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0140'
ORDER BY ta.amount;",hinglish
voucher_lookup_by_number__4_hinglish_5,SLS/0140 wala voucher kholo aur detail batao.,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0140'
ORDER BY ta.amount;",hinglish
voucher_lookup_by_number__4_hinglish_6,SLS/0140 mein kya kya entries hain?,"SELECT tv.voucher_number, tv.date, tv.party_name,
  mvt.name AS voucher_type,
  ta.ledger, ta.amount AS line_amount
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
JOIN trn_accounting ta ON ta.guid = tv.guid
WHERE tv.voucher_number = 'SLS/0140'
ORDER BY ta.amount;",hinglish
